case_id,case_class,query,representation,artifact_source,support_mode,answer,gold_answer,verdict,witness,work,bound,provenance_units,gold_units,runtime_ms,note
red_02,redundant,B8,a3,coordinator,no_provenance,unknown,"[2, 1]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_03,redundant,B1,a1,gold_compiled,native_exact,True,True,correct,[],5,unbounded,unknown,2,6.73,
red_03,redundant,B2,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,unbounded,2,2,27.15,
red_03,redundant,B3,a1,gold_compiled,native_exact,"[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]","[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]",correct,unknown,2,unbounded,unknown,2,16.01,
red_03,redundant,B4,a1,gold_compiled,native_exact,True,True,correct,0,320,unbounded,unknown,2,6.51,
red_03,redundant,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,6.49,consistent; no conflict
red_03,redundant,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,6.6,already feasible
red_03,redundant,B8,a1,gold_compiled,native_exact,"[0, 0]","[0, 0]",correct,unknown,2,unbounded,2,2,10.98,
red_03,redundant,B1,a2c,coordinator,adapter_exact,True,True,correct,[],5,unbounded,unknown,2,6.45,
red_03,redundant,B2,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,unbounded,2,2,26.46,
red_03,redundant,B3,a2c,coordinator,adapter_exact,"[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]","[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]",correct,unknown,2,unbounded,unknown,2,16.14,
red_03,redundant,B4,a2c,coordinator,adapter_exact,True,True,correct,0,320,unbounded,unknown,2,6.74,
red_03,redundant,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,6.62,consistent; no conflict
red_03,redundant,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,6.6,already feasible
red_03,redundant,B8,a2c,coordinator,adapter_exact,"[0, 0]","[0, 0]",correct,unknown,2,unbounded,2,2,10.9,
red_03,redundant,B1,a3,coordinator,bounded_only,True,True,correct,[],1,len<=6,unknown,2,0.01,
red_03,redundant,B2,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_03,redundant,B3,a3,coordinator,bounded_only,"[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]","[[""r1:A"", ""fires""], [""r2:A"", ""fires""]]",correct,unknown,32,len<=6,unknown,2,0.03,
red_03,redundant,B4,a3,coordinator,bounded_only,True,True,correct,0,1,moves<=8,unknown,2,0.0,
red_03,redundant,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_03,redundant,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_03,redundant,B8,a3,coordinator,no_provenance,unknown,"[0, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
vac_01,vacuous,B1,a1,gold_compiled,native_exact,True,True,correct,[],2,unbounded,unknown,2,0.55,
vac_01,vacuous,B2,a1,gold_compiled,native_exact,[1],[1],correct,unknown,2,unbounded,2,2,3.95,
vac_01,vacuous,B3,a1,gold_compiled,native_exact,"[[""r2:A"", ""vacuous""]]","[[""r2:A"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,2,0.62,
vac_01,vacuous,B4,a1,gold_compiled,native_exact,True,True,correct,0,128,unbounded,unknown,2,0.54,
vac_01,vacuous,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,0.55,consistent; no conflict
vac_01,vacuous,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,0.55,already feasible
vac_01,vacuous,B8,a1,gold_compiled,native_exact,"[0, 0]","[0, 0]",correct,unknown,2,unbounded,2,2,2.52,
vac_01,vacuous,B1,a2c,coordinator,adapter_exact,True,True,correct,[],2,unbounded,unknown,2,0.55,
vac_01,vacuous,B2,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,2,unbounded,2,2,3.95,
vac_01,vacuous,B3,a2c,coordinator,adapter_exact,"[[""r2:A"", ""vacuous""]]","[[""r2:A"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,2,0.63,
vac_01,vacuous,B4,a2c,coordinator,adapter_exact,True,True,correct,0,128,unbounded,unknown,2,0.56,
vac_01,vacuous,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,0.57,consistent; no conflict
vac_01,vacuous,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,0.56,already feasible
vac_01,vacuous,B8,a2c,coordinator,adapter_exact,"[0, 0]","[0, 0]",correct,unknown,2,unbounded,2,2,2.57,
vac_01,vacuous,B1,a3,coordinator,bounded_only,True,True,correct,[],1,len<=6,unknown,2,0.01,
vac_01,vacuous,B2,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
vac_01,vacuous,B3,a3,coordinator,bounded_only,"[[""r2:A"", ""unknown""]]","[[""r2:A"", ""vacuous""]]",inconclusive,unknown,55987,len<=6,unknown,2,68.93,
vac_01,vacuous,B4,a3,coordinator,bounded_only,True,True,correct,0,1,moves<=8,unknown,2,0.01,
vac_01,vacuous,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
vac_01,vacuous,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
vac_01,vacuous,B8,a3,coordinator,no_provenance,unknown,"[0, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
vac_02,vacuous,B1,a1,gold_compiled,native_exact,True,True,correct,"[C, D]",6,unbounded,unknown,3,3.28,
vac_02,vacuous,B2,a1,gold_compiled,native_exact,[2],[2],correct,unknown,3,unbounded,3,3,16.33,
vac_02,vacuous,B3,a1,gold_compiled,native_exact,"[[""r3:X"", ""vacuous""]]","[[""r3:X"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,3,3.65,
vac_02,vacuous,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,384,unbounded,unknown,3,3.52,
vac_02,vacuous,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,3,3,3.29,consistent; no conflict
vac_02,vacuous,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,3,3,3.69,
vac_02,vacuous,B8,a1,gold_compiled,native_exact,"[2, 0, 0]","[2, 0, 0]",correct,unknown,3,unbounded,3,3,2.06,
vac_02,vacuous,B1,a2c,coordinator,adapter_exact,True,True,correct,"[C, D]",6,unbounded,unknown,3,3.29,
vac_02,vacuous,B2,a2c,coordinator,adapter_exact,[2],[2],correct,unknown,3,unbounded,3,3,16.44,
vac_02,vacuous,B3,a2c,coordinator,adapter_exact,"[[""r3:X"", ""vacuous""]]","[[""r3:X"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,3,3.67,
vac_02,vacuous,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,384,unbounded,unknown,3,3.48,
vac_02,vacuous,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,3,3,3.14,consistent; no conflict
vac_02,vacuous,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,3,3,3.79,
vac_02,vacuous,B8,a2c,coordinator,adapter_exact,"[2, 0, 0]","[2, 0, 0]",correct,unknown,3,unbounded,3,3,2.17,
vac_02,vacuous,B1,a3,coordinator,bounded_only,True,True,correct,"[C, D]",30,len<=6,unknown,3,0.05,
vac_02,vacuous,B2,a3,coordinator,no_provenance,unknown,[2],n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
vac_02,vacuous,B3,a3,coordinator,bounded_only,"[[""r3:X"", ""unknown""]]","[[""r3:X"", ""vacuous""]]",inconclusive,unknown,55987,len<=6,unknown,3,77.11,
vac_02,vacuous,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,3,1867.62,
vac_02,vacuous,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
vac_02,vacuous,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
vac_02,vacuous,B8,a3,coordinator,no_provenance,unknown,"[2, 0, 0]",n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
ver_01_old,version_numeric,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, B]",6,unbounded,unknown,2,3.21,
ver_01_old,version_numeric,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,4.95,
ver_01_old,version_numeric,B3,a1,gold_compiled,native_exact,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,1,unbounded,unknown,2,3.1,
ver_01_old,version_numeric,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,384,unbounded,unknown,2,3.47,
ver_01_old,version_numeric,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,3.15,consistent; no conflict
ver_01_old,version_numeric,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,6.05,
ver_01_old,version_numeric,B7,a1,gold_compiled,native_exact,strictly_weaker,strictly_weaker,correct,"[A, O, O, B]",2,unbounded,unknown,2,30.65,
ver_01_old,version_numeric,B8,a1,gold_compiled,native_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,2.62,
ver_01_old,version_numeric,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, B]",6,unbounded,unknown,2,3.25,
ver_01_old,version_numeric,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,5.03,
ver_01_old,version_numeric,B3,a2c,coordinator,adapter_exact,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,1,unbounded,unknown,2,3.1,
ver_01_old,version_numeric,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,384,unbounded,unknown,2,3.5,
ver_01_old,version_numeric,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,3.1,consistent; no conflict
ver_01_old,version_numeric,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,6.12,
ver_01_old,version_numeric,B7,a2c,coordinator,adapter_exact,strictly_weaker,strictly_weaker,correct,"[A, O, O, B]",2,unbounded,unknown,2,31.2,
ver_01_old,version_numeric,B8,a2c,coordinator,adapter_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,2.54,
ver_01_old,version_numeric,B1,a3,coordinator,bounded_only,True,True,correct,"[A, B]",16,len<=6,unknown,2,0.03,
ver_01_old,version_numeric,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_01_old,version_numeric,B3,a3,coordinator,bounded_only,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,16,len<=6,unknown,2,0.02,
ver_01_old,version_numeric,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1930.92,
ver_01_old,version_numeric,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_01_old,version_numeric,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_01_old,version_numeric,B7,a3,coordinator,bounded_only,strictly_weaker_up_to_bound,strictly_weaker,correct,"[A, O, O, B]",55987,len<=6,unknown,2,176.56,
ver_01_old,version_numeric,B8,a3,coordinator,no_provenance,unknown,"[1, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_02_old,version_scope,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, B, C]",12,unbounded,unknown,2,11.85,
ver_02_old,version_scope,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,36.74,
ver_02_old,version_scope,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_02_old,version_scope,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,768,unbounded,unknown,2,11.79,
ver_02_old,version_scope,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,11.66,consistent; no conflict
ver_02_old,version_scope,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,12.02,
ver_02_old,version_scope,B7,a1,gold_compiled,native_exact,strictly_weaker,strictly_weaker,correct,"[A, B, C+X]",2,unbounded,unknown,2,121.8,
ver_02_old,version_scope,B8,a1,gold_compiled,native_exact,"[3, 0]","[3, 0]",correct,unknown,2,unbounded,2,2,10.3,
ver_02_old,version_scope,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, B, C]",12,unbounded,unknown,2,11.51,
ver_02_old,version_scope,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,36.68,
ver_02_old,version_scope,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_02_old,version_scope,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,768,unbounded,unknown,2,11.73,
ver_02_old,version_scope,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,11.69,consistent; no conflict
ver_02_old,version_scope,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,11.71,
ver_02_old,version_scope,B7,a2c,coordinator,adapter_exact,strictly_weaker,strictly_weaker,correct,"[A, B, C+X]",2,unbounded,unknown,2,121.2,
ver_02_old,version_scope,B8,a2c,coordinator,adapter_exact,"[3, 0]","[3, 0]",correct,unknown,2,unbounded,2,2,9.95,
ver_02_old,version_scope,B1,a3,coordinator,bounded_only,True,True,correct,"[A, B, C]",95,len<=6,unknown,2,0.11,
ver_02_old,version_scope,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_02_old,version_scope,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_02_old,version_scope,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1893.69,
ver_02_old,version_scope,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_02_old,version_scope,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_02_old,version_scope,B7,a3,coordinator,bounded_only,strictly_weaker_up_to_bound,strictly_weaker,correct,"[A, B, C, X]",55987,len<=6,unknown,2,171.0,
ver_02_old,version_scope,B8,a3,coordinator,no_provenance,unknown,"[3, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_03_old,version_structural,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, B, C]",11,unbounded,unknown,1,9.93,
ver_03_old,version_structural,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
ver_03_old,version_structural,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_03_old,version_structural,B4,a1,gold_compiled,native_exact,True,True,correct,12,704,unbounded,unknown,1,10.4,
ver_03_old,version_structural,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,1,1,10.12,consistent; no conflict
ver_03_old,version_structural,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,1,1,10.16,already feasible
ver_03_old,version_structural,B7,a1,gold_compiled,native_exact,strictly_weaker,strictly_weaker,correct,"[A, D, C]",2,unbounded,unknown,1,168.21,
ver_03_old,version_structural,B8,a1,gold_compiled,native_exact,[3],[3],correct,unknown,1,unbounded,1,1,9.97,
ver_03_old,version_structural,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, B, C]",11,unbounded,unknown,1,10.27,
ver_03_old,version_structural,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
ver_03_old,version_structural,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_03_old,version_structural,B4,a2c,coordinator,adapter_exact,True,True,correct,12,704,unbounded,unknown,1,10.39,
ver_03_old,version_structural,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,1,1,10.55,consistent; no conflict
ver_03_old,version_structural,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,1,1,10.62,already feasible
ver_03_old,version_structural,B7,a2c,coordinator,adapter_exact,strictly_weaker,strictly_weaker,correct,"[A, D, C]",2,unbounded,unknown,1,167.68,
ver_03_old,version_structural,B8,a2c,coordinator,adapter_exact,[3],[3],correct,unknown,1,unbounded,1,1,10.19,
ver_03_old,version_structural,B1,a3,coordinator,bounded_only,True,True,correct,"[A, B, C]",95,len<=6,unknown,1,0.1,
ver_03_old,version_structural,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_03_old,version_structural,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_03_old,version_structural,B4,a3,coordinator,bounded_only,unknown,True,inconclusive,unknown,488281,moves<=8,unknown,1,1887.46,
ver_03_old,version_structural,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_03_old,version_structural,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_03_old,version_structural,B7,a3,coordinator,bounded_only,strictly_weaker_up_to_bound,strictly_weaker,correct,"[A, D, C]",55987,len<=6,unknown,1,183.52,
ver_03_old,version_structural,B8,a3,coordinator,no_provenance,unknown,[3],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_04_old,version_tightening,B1,a1,gold_compiled,native_exact,True,True,correct,[A],2,unbounded,unknown,1,0.05,
ver_04_old,version_tightening,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
ver_04_old,version_tightening,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_04_old,version_tightening,B4,a1,gold_compiled,native_exact,True,True,correct,3,128,unbounded,unknown,1,0.07,
ver_04_old,version_tightening,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,1,1,0.05,consistent; no conflict
ver_04_old,version_tightening,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,1,1,0.06,already feasible
ver_04_old,version_tightening,B7,a1,gold_compiled,native_exact,strictly_stronger,strictly_stronger,correct,[A],2,unbounded,unknown,1,2.78,
ver_04_old,version_tightening,B8,a1,gold_compiled,native_exact,[1],[1],correct,unknown,1,unbounded,1,1,0.05,
ver_04_old,version_tightening,B1,a2c,coordinator,adapter_exact,True,True,correct,[A],2,unbounded,unknown,1,0.05,
ver_04_old,version_tightening,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
ver_04_old,version_tightening,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_04_old,version_tightening,B4,a2c,coordinator,adapter_exact,True,True,correct,3,128,unbounded,unknown,1,0.06,
ver_04_old,version_tightening,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,1,1,0.05,consistent; no conflict
ver_04_old,version_tightening,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,1,1,0.06,already feasible
ver_04_old,version_tightening,B7,a2c,coordinator,adapter_exact,strictly_stronger,strictly_stronger,correct,[A],2,unbounded,unknown,1,3.03,
ver_04_old,version_tightening,B8,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,1,unbounded,1,1,0.05,
ver_04_old,version_tightening,B1,a3,coordinator,bounded_only,True,True,correct,[A],3,len<=6,unknown,1,0.01,
ver_04_old,version_tightening,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_04_old,version_tightening,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
ver_04_old,version_tightening,B4,a3,coordinator,bounded_only,True,True,correct,3,75,moves<=8,unknown,1,0.15,
ver_04_old,version_tightening,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_04_old,version_tightening,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_04_old,version_tightening,B7,a3,coordinator,bounded_only,strictly_stronger_up_to_bound,strictly_stronger,correct,[A],55987,len<=6,unknown,1,152.36,
ver_04_old,version_tightening,B8,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
ver_05_old,version_sideways,B1,a1,gold_compiled,native_exact,True,True,correct,[A],3,unbounded,unknown,2,0.2,
ver_05_old,version_sideways,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,0.46,
ver_05_old,version_sideways,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_05_old,version_sideways,B4,a1,gold_compiled,native_exact,True,True,correct,3,192,unbounded,unknown,2,0.25,
ver_05_old,version_sideways,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,0.22,consistent; no conflict
ver_05_old,version_sideways,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,0.22,already feasible
ver_05_old,version_sideways,B7,a1,gold_compiled,native_exact,incomparable,incomparable,correct,[B],2,unbounded,unknown,2,1.8,
ver_05_old,version_sideways,B8,a1,gold_compiled,native_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
ver_05_old,version_sideways,B1,a2c,coordinator,adapter_exact,True,True,correct,[A],3,unbounded,unknown,2,0.21,
ver_05_old,version_sideways,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,0.39,
ver_05_old,version_sideways,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_05_old,version_sideways,B4,a2c,coordinator,adapter_exact,True,True,correct,3,192,unbounded,unknown,2,0.22,
ver_05_old,version_sideways,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,0.21,consistent; no conflict
ver_05_old,version_sideways,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,0.21,already feasible
ver_05_old,version_sideways,B7,a2c,coordinator,adapter_exact,incomparable,incomparable,correct,[B],2,unbounded,unknown,2,1.78,
ver_05_old,version_sideways,B8,a2c,coordinator,adapter_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
ver_05_old,version_sideways,B1,a3,coordinator,bounded_only,True,True,correct,[A],3,len<=6,unknown,2,0.01,
ver_05_old,version_sideways,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_05_old,version_sideways,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
ver_05_old,version_sideways,B4,a3,coordinator,bounded_only,True,True,correct,3,75,moves<=8,unknown,2,0.15,
ver_05_old,version_sideways,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_05_old,version_sideways,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
ver_05_old,version_sideways,B7,a3,coordinator,bounded_only,incomparable,incomparable,correct,[A],4,len<=6,unknown,2,0.01,
ver_05_old,version_sideways,B8,a3,coordinator,no_provenance,unknown,"[1, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
